gene,symbol,ecocyc_id,start,end,strand
b4268,idnK,EG12152,4494623,4495186,+
b4269,ahr,EG11436,4495190,4496209,-
b4270,leuX,EG30053,4496405,4496489,+
b4272,insC6,G7894,4498272,4498637,+
b4273,insD6,G7895,4498595,4499500,+
b4277,yjgZ,G7899,4501260,4501589,+
b4278,insG,G7900,4502103,4503431,-
b4279,nanX,EG12544,4504058,4505275,+
b4280,nanY,G7901,4505287,4506405,+
b4655,ythA,G0-10616,4506448,4506573,+
b4284,insI3,G7905,4507466,4508617,-
b4287,fecE,EG10290,4510690,4511457,-
b4288,fecD,EG10289,4511458,4512414,-
b4289,fecC,EG10288,4512411,4513409,-
b4290,fecB,EG10287,4513406,4514308,-
b4291,fecA,EG10286,4514353,4516677,-
b4292,fecR,EG10292,4516764,4517717,-
b4293,fecI,EG10291,4517714,4518235,-
b4801,ykiE,G0-17047,4518372,4518440,+
b4294,insA7,G7908,4518527,4518802,+
b4295,yjhU,G7909,4519338,4520324,-
b4296,yjhF,EG12548,4520671,4522020,-
b4297,yjhG,G7910,4522127,4524094,-
b4298,yjhH,G7911,4524105,4525010,-
b4299,yjhI,G7912,4525015,4525803,-
b4300,sgcR,G7913,4526106,4526888,-
b4301,sgcE,G7914,4526905,4527537,-
b4302,sgcA,EG12554,4527549,4527980,-
b4624,ryjB,G0-10609,4527977,4528066,+
b4303,sgcQ,G7915,4528111,4528917,-
b4304,sgcC,EG12556,4528930,4530243,-
b4565,sgcB,G0-10241,4530255,4530533,-
b4305,sgcX,EG12557,4530530,4531651,-
b4306,yjhP,G7916,4532437,4533183,-
b4307,yjhQ,G7917,4533239,4533784,-
b4566,topAI,G0-10473,4533796,4534053,-
b4802,ythB,G0-17048,4536597,4536695,+
b4309,nanS,G7919,4536614,4537594,-
b4310,nanM,G7920,4537659,4538765,-
b4311,nanC,G7921,4538785,4539501,-
b4312,fimB,EG10309,4540957,4541559,+
b4313,fimE,EG10312,4542037,4542633,+
b4314,fimA,EG10308,4543115,4543663,+
b4315,fimI,EG11974,4543728,4544267,+
b4316,fimC,EG10310,4544304,4545029,+
b4317,fimD,EG10311,4545096,4547732,+
b4318,fimF,EG10313,4547742,4548272,+
b4319,fimG,EG10314,4548285,4548788,+
b4320,fimH,EG10315,4548808,4549710,+
b4321,gntP,EG12563,4549953,4551296,-
b4322,uxuA,EG11066,4551636,4552820,+
b4323,uxuB,EG20248,4552901,4554361,+
b4324,uxuR,EG20249,4554576,4555349,+
b4325,yjiC,G7922,4555490,4556320,-
b4720,ytiC,G0-16686,4556574,4556675,+
b4721,ytiD,G0-16687,4556654,4556797,+
b4722,idlP,G0-16685,4556913,4556996,+
b4326,iraD,G7923,4556993,4557385,+
b4327,hypT,G7924,4557378,4558289,-
b4328,iadA,G7925,4558354,4559526,-
b4329,yjiG,G7926,4559539,4560000,-
b4330,yjiH,G7927,4559997,4560680,-
b4331,kptA,G7928,4560930,4561484,+
b4332,yjiJ,G7929,4561497,4562675,-
b4333,yjiK,G7930,4562743,4563603,-
b4715,ytiA,G0-16640,4563668,4563925,-
b4334,yjiL,G7931,4563922,4564689,-
b4335,yjiM,G7932,4564699,4565850,-
b4336,yjiN,G7933,4565966,4567246,-
b4337,mdtM,EG12576,4567287,4568519,-
b4340,yjiR,G7936,4570162,4571574,-
b4341,yjiS,G7937,4571751,4571915,+
b4342,yjiT,G7938,4572414,4573931,+
b4345,mcrC,EG10575,4576912,4577958,-
b4346,mcrB,EG10574,4577958,4579337,-
b4347,symE,G7940,4579499,4579840,-
b4625,symR,G0-10610,4579835,4579911,+
b4348,hsdS,EG10460,4580068,4581462,-
b4349,hsdM,EG10458,4581459,4583048,-
b4350,hsdR,EG10459,4583249,4586761,-
b4351,mrr,EG10612,4586949,4587863,+
b4352,yjiA,EG10021,4587909,4588865,-
b4353,yjiX,G7941,4588876,4589079,-
b4354,btsT,G7942,4589129,4591279,-
b4355,tsr,EG11034,4591657,4593312,+
b4356,lgoT,EG12587,4593361,4594722,-
b4357,lgoR,G7944,4594937,4595851,-
b4358,lgoD,G7945,4595990,4597012,+
b4359,opgB,EG12591,4597150,4599441,-
b4360,yjjA,EG11214,4599695,4600189,-
b4361,dnaC,EG10237,4600238,4600975,-
b4362,dnaT,EG10244,4600978,4601517,-
b4363,yjjB,EG11215,4601624,4602097,-
b4364,yjjP,G7946,4602088,4602858,-
b4365,yjjQ,G7947,4603477,4604202,+
b4366,bglJ,G7948,4604160,4604837,+
b4367,fhuF,G7949,4604875,4605663,-
b4567,yjjZ,G0-10474,4605804,4606040,+
b4368,leuV,EG30051,4606079,4606165,-
b4369,leuP,EG30047,4606200,4606286,-
b4370,leuQ,EG30048,4606315,4606401,-
b4371,rsmC,G7950,4606669,4607700,-
b4372,holD,EG11414,4607803,4608216,+
b4373,rimI,EG10850,4608185,4608631,+
b4374,yjjG,EG12115,4608646,4609323,+
b4375,prfC,EG12114,4609414,4611003,+
b4376,osmY,EG11391,4611396,4612001,+
b4568,ytjA,G0-10475,4612128,4612289,+
b4377,yjjU,G7951,4612411,4613484,+
b4378,yjjV,G7952,4613481,4614260,+
b4379,yjjW,G7953,4614680,4615543,-
b4380,yjjI,EG12171,4615515,4617065,-
b4381,deoC,EG10221,4617323,4618102,+
b4382,deoA,EG10219,4618229,4619551,+
b4383,deoB,EG10220,4619603,4620826,+
b4384,deoD,EG10222,4620883,4621602,+
b4385,hipH,EG12342,4621769,4623100,+
b4386,lplA,EG11796,4623101,4624117,-
b4387,ytjB,EG10951,4624145,4624789,-
b4388,serB,EG10945,4624895,4625863,+
b4389,radA,EG11296,4625912,4627294,+
b4390,nadR,EG11335,4627315,4628547,+
b4391,ettA,EG12343,4628855,4630522,-
b4392,slt,EG10950,4630733,4632670,+
b4393,trpR,EG11029,4632760,4633086,+
b4394,yjjX,EG12600,4633233,4633745,-
b4395,ytjC,EG12164,4633797,4634444,+
b4396,rob,EG11366,4634441,4635310,-
b4397,creA,EG11217,4635521,4635994,+
b4398,creB,EG11218,4636007,4636696,+
b4399,creC,EG10730,4636696,4638120,+
b4400,creD,EG10145,4638178,4639530,+
b4401,arcA,EG10061,4639590,4640306,-
b4402,yjjY,G7954,4640402,4640542,+
b4403,yjtD,EG12309,4640942,4641628,+
